1,0.280680816637852,303
1,0.456013540655538,238
1,0.733549604196898,445
1,0.70638608188442,262
1,0.454654354034618,160
1,0.489827679973957,209
1,0.37996277467807,280
1,0.200303104759439,331
1,0.391049444046691,143
1,0.51432597941451,536
1,0.57783723879556,396
1,0.415625535496102,253
1,0.548871662042745,132
1,0.787520547416746,309
1,0.581636382885601,237
1,0.50103171630409,241
1,0.294971474769137,358
1,0.496132771449399,148
1,0.711903977356058,113
1,0.228787109320133,536
1,0.68430108979365,355
1,0.35419828169071,275
1,0.715081646666301,239
1,0.69157958156779,232
1,0.732367059774567,371
1,0.418127140375295,206
1,0.589960318780763,262
1,0.786591465023881,197
1,0.553542210164433,169
1,0.680550029997183,557
1,0.228787109320133,536
1,0.244133854669121,549
1,0.568268315595934,145
1,0.654863925656361,292
1,0.40535885544098,198
1,0.837071116860704,289
1,0.585548429323606,652
1,0.667793145728742,143
1,0.697411787726096,699
1,0.717921880342642,125
1,0.65528735665631,391
1,0.653784738382898,780
1,0.755829761803607,103
1,0.556638491636117,281
1,0.350396752183965,199
1,0.456447744201905,341
1,0.567616764091331,411
1,0.713634753059761,286
1,0.548926572523097,123
1,0.650417262056239,230
1,0.704303703877644,100
1,0.731708900694547,148
1,0.668209102455694,801
1,0.790322375254768,605
1,0.638599716334164,376
1,0.568072311624929,669
1,0.642636181511205,168
1,0.515364141086122,466
1,0.599058845286957,120
1,0.837850681478094,1155
1,0.795673632764149,686
1,0.57245416750044,398
1,0.6361339258757,346
1,0.660591806229378,310
1,0.545674732318666,105
-1,0.194615869420637,0
-1,0.324366540081912,1
-1,0.506721621971106,14
-1,0.600807587697015,2
-1,0.584265144949378,21
-1,0.405365722704284,7
-1,0.891814159044711,2
-1,0.583379559136292,23
-1,0.109434823248627,12
-1,0.87058285530589,2
-1,0.188094696835004,0
-1,0.70624427330299,0
-1,0.773370940159753,2
-1,0.273126546749483,9
-1,0.152419839380189,0
-1,0.820218220004848,11
-1,0.736960630201877,0
-1,0.867301924448046,0
-1,0.758303508148373,23
-1,0.404850881907787,24
-1,0.249918792473039,0
-1,0.909332738970125,2
-1,0.789817112344794,12
-1,0.279361617167015,5
-1,0.81001231757682,24
-1,0.663991237364171,19
-1,0.660531009345002,20
-1,0.861825465189566,9
-1,0.404964723115992,25
-1,0.500891158606902,33
-1,0.65377658961585,5
-1,0.764054241955968,34
-1,0.722439854321892,3
-1,0.743005812713911,3
-1,0.657083575639164,17
-1,0.0800224491192475,0
-1,0.69638918577451,21
-1,0.466791505129371,51
-1,0.767089174296959,34
-1,0.23537225362071,0
-1,0.430539220783652,34
-1,0.710969761980884,5
-1,0.663065208824353,5
-1,0.669397123895336,44
-1,0.655492522889368,40
-1,0.454015263627385,22
-1,0.68232237907097,41
-1,0.373796762126704,46
-1,0.435849379387021,48
-1,0.822485706389367,13
-1,0.80454739250529,2
-1,1,0
-1,0.757681320465454,44
-1,0.266500717930382,154
-1,0.600709559368001,44
-1,0.372938152759253,82
-1,0.468605959096997,23
-1,0.940070571884962,1
-1,0.39456830543065,1
-1,0.763162593227247,65
-1,0.653775008955838,5
-1,0.848064879983247,0
-1,0.764011825988642,39
-1,0.873274003894982,39
-1,0.407516924286084,1
-1,0.417941072988696,53
-1,0.999999999999996,0
-1,1,0
-1,0.700559664235961,132
