1,1.936242224,0.504878459,0.044147621,1.830588669,6
1.84509804,2.664181116,1.51805308,0.123851641,2.505149978,1
3.19368103,3.535045881,2.1926232,0.844849801,2.700703717,1
1.662757832,2.554183775,1.035669835,0.289365952,1.247973266,1
2.898725182,3.724938441,2.091469986,1.038302172,1.361727836,2
1.531478917,2.589726256,0.936513742,0.607455023,1.807535028,9
0,0.557507202,-0.442492798,-0.721246399,0.785329835,4
2.477121255,2.358117669,0.676876432,0.500785173,-0.5,2
1.204119983,0.553276046,-0.145693958,-1.602059991,2.037426498,1
1.204119983,1.717370886,0.939219636,-0.48945499,0.380211242,6
0.77815125,1.049218023,-0.251811973,-0.397940009,1.403120521,1
1.681241237,1.494154594,0.318063335,-0.318758763,1.178976947,1
3.404149249,3.014751485,1.434967888,0.797267541,1.72916479,1
2.250420002,2.360441933,1.582290683,0.068185862,2.005609445,3
3.239049093,3.306397146,1.37697822,0.863917377,2.222716471,1
0.301029996,0.161966616,-0.315154638,-1.180456064,1.421603927,1
2.705863712,2.728100437,1.581972402,-0.406713933,1.908485019,9
3.127104798,3.535045881,2.1926232,0.844849801,2.683047038,1
3.310905629,3.809088805,2.118892725,1.121559844,1.414973348,2
0.903089987,1.450403086,0.336459734,-0.394694954,1.740362689,5
2.086359831,3.188672048,1.472668704,0.883320678,1.652246341,6
0.903089987,-0.063486258,-0.841637508,-1.443697499,0.505149978,2
2.63748973,2.89475014,1.251297464,0.35945602,1.414973348,1
2.127104798,2.896415976,1.481442629,0.591064607,1.800717078,10
0,0.872039668,-0.274088368,-0.707743929,1.665580991,1
2.46834733,3.588206586,1.749357495,1.023540522,1.741466762,3
2.558708571,2.241484221,0.750122527,0.366422957,1.777426822,1
1.414973348,1.415991076,0.185542155,-0.447331784,1.017033339,2
2.064457989,3.305877794,1.43081653,1.018076064,1.820398523,4
2.193124598,0.902818468,0.203848464,-1.187086643,0.799340549,2
1.84509804,1.439459016,0.325515663,-0.223298816,2.080987047,2
2.923244019,2.840868578,0.983536082,0.776410589,1.802089258,1
1.944482672,2.803457116,1.326335861,0.50242712,1.81756537,7
2.684845362,1.947512143,1.345452151,-0.673664139,1.181843588,3
