6.655,6.773,2.841,1.649,2.747,0.693,0.312374685
4.754,7.612,3.295,2.344,4.192,1.386,0.942737902
5.684,8.262,4.028,2.357,4.010,1.099,1.005399907
3.871,3.440,0.732,-0.734,2.715,0.000,-0.142716302
3.829,5.881,2.385,0.666,2.874,0.000,0.336472237
0.000,1.284,-1.019,-1.661,1.808,1.386,-0.310609577
0.000,2.008,-0.631,-1.630,3.835,0.000,0.383219499
4.477,6.455,3.054,1.157,4.185,1.946,0.942737902
2.773,3.954,2.163,-1.127,0.875,1.792,-0.265268478
6.731,6.541,2.265,1.788,4.149,0.000,0.4272266
3.526,5.963,2.156,1.399,4.162,2.197,2.602689685
4.898,6.669,3.411,1.361,4.146,2.303,0.955511445
6.182,4.484,3.098,-1.551,2.721,1.099,0.968123881
4.248,6.135,3.495,0.285,5.768,0.000,0.09531018
4.804,7.342,3.391,2.034,3.804,1.792,0.569283193
2.303,4.458,1.163,0.102,4.215,1.792,1.648658626
4.220,6.468,2.442,1.723,4.584,1.386,0.549854011
2.079,3.340,0.775,-0.909,4.007,1.609,0.980954245
5.050,2.079,0.469,-2.733,1.841,0.693,-0.105360516
0.693,0.373,-0.726,-2.718,3.273,0.000,0.03246719
1.792,2.416,-0.580,-0.916,3.231,0.000,-0.069350078
7.458,7.613,3.171,1.989,5.118,0.000,1.280933845
4.970,6.720,2.242,2.047,4.540,0.000,0.511025604
4.248,3.314,0.750,-0.514,4.792,0.693,1.481604541
5.182,5.435,3.643,0.157,4.618,1.099,1.120699885
2.773,1.274,-0.335,-3.689,4.691,0.000,0.511025604
1.792,0.665,-1.127,-2.226,1.335,0.000,-1.320506621
3.258,3.260,0.427,-1.030,2.342,0.693,-0.105360516
5.704,5.430,1.559,1.153,-11.513,0.693,0.209450224
7.838,6.942,3.304,1.836,3.982,0.000,1.871802177
2.079,-0.146,-1.938,-3.324,1.163,0.693,0.209450224
5.892,5.161,1.727,0.844,4.093,0.000,2.18233652
7.200,8.140,5.049,1.945,6.178,0.000,0.773343723
7.354,8.140,5.049,1.945,6.219,0.000,1.3172122
6.073,6.665,2.881,0.828,3.258,0.000,-0.356674944
6.675,8.577,4.816,2.391,3.135,0.693,0.209450224
7.624,8.771,4.879,2.582,3.258,0.693,0.490418814
6.230,6.282,3.643,-0.936,4.394,2.197,1.661460941
6.655,6.773,2.841,1.649,2.747,0.693,-0.405465108
4.754,7.612,3.295,2.344,4.192,1.386,1.299373889
5.684,8.262,4.028,2.357,4.010,1.099,1.589235205
3.871,3.440,0.732,-0.734,2.715,0.000,-0.761426021
3.829,5.881,2.385,0.666,2.874,0.000,-0.105360516
0.000,1.284,-1.019,-1.661,1.808,1.386,-0.510825624
0.000,2.008,-0.631,-1.630,3.835,0.000,0.470003629
4.477,6.455,3.054,1.157,4.185,1.946,2.049883989
2.773,3.954,2.163,-1.127,0.875,1.792,-0.693147181
6.731,6.541,2.265,1.788,4.149,0.000,0.641853886
3.526,5.963,2.156,1.399,4.162,2.197,1.642292249
4.898,6.669,3.411,1.361,4.146,2.303,1.183872133
6.182,4.484,3.098,-1.551,2.721,1.099,0
4.248,6.135,3.495,0.285,5.768,0.000,-0.916290732
4.804,7.342,3.391,2.034,3.804,1.792,0.03246719
2.303,4.458,1.163,0.102,4.215,1.792,1.635690284
4.220,6.468,2.442,1.723,4.584,1.386,0.605953969
2.079,3.340,0.775,-0.909,4.007,1.609,0.641853886
5.050,2.079,0.469,-2.733,1.841,0.693,0.693147181
0.693,0.373,-0.726,-2.718,3.273,0.000,1.642292249
1.792,2.416,-0.580,-0.916,3.231,0.000,0.4272266
7.458,7.613,3.171,1.989,5.118,0.000,1.72864216
4.970,6.720,2.242,2.047,4.540,0.000,1.109552229
4.248,3.314,0.750,-0.514,4.792,0.693,1.223775432
5.182,5.435,3.643,0.157,4.618,1.099,2.083558057
2.773,1.274,-0.335,-3.689,4.691,0.000,-0.223143551
1.792,0.665,-1.127,-2.226,1.335,0.000,-0.510825624
3.258,3.260,0.427,-1.030,2.342,0.693,0.262364264
5.704,5.430,1.559,1.153,-11.513,0.693,0.470003629
7.838,6.942,3.304,1.836,3.982,0.000,0.916290732
2.079,-0.146,-1.938,-3.324,1.163,0.693,0.605953969
5.892,5.161,1.727,0.844,4.093,0.000,0.587786665
7.200,8.140,5.049,1.945,6.178,0.000,1.654984727
7.354,8.140,5.049,1.945,6.219,0.000,0.832909123
6.073,6.665,2.881,0.828,3.258,0.000,0.09531018
6.675,8.577,4.816,2.391,3.135,0.693,1.427196352
7.624,8.771,4.879,2.582,3.258,0.693,1.554559251
6.230,6.282,3.643,-0.936,4.394,2.197,2.005929546
6.655,6.773,2.841,1.649,2.747,0.693,-0.628608659
4.754,7.612,3.295,2.344,4.192,1.386,1.087551341
5.684,8.262,4.028,2.357,4.010,1.099,2.627057042
3.871,3.440,0.732,-0.734,2.715,0.000,-0.310609577
3.829,5.881,2.385,0.666,2.874,0.000,0.03246719
0.000,1.284,-1.019,-1.661,1.808,1.386,0.569283193
0.000,2.008,-0.631,-1.630,3.835,0.000,1.203872799
4.477,6.455,3.054,1.157,4.185,1.946,2.504137218
2.773,3.954,2.163,-1.127,0.875,1.792,0.09531018
6.731,6.541,2.265,1.788,4.149,0.000,0.693147181
3.526,5.963,2.156,1.399,4.162,2.197,2.240709689
4.898,6.669,3.411,1.361,4.146,2.303,1.402905627
6.182,4.484,3.098,-1.551,2.721,1.099,-0.223143551
4.248,6.135,3.495,0.285,5.768,0.000,-0.068992872
4.804,7.342,3.391,2.034,3.804,1.792,1.299373889
2.303,4.458,1.163,0.102,4.215,1.792,1.916922612
4.220,6.468,2.442,1.723,4.584,1.386,0.693147181
2.079,3.340,0.775,-0.909,4.007,1.609,0.832909123
5.050,2.079,0.469,-2.733,1.841,0.693,0.549854011
0.693,0.373,-0.726,-2.718,3.273,0.000,0.154436353
1.792,2.416,-0.580,-0.916,3.231,0.000,-0.310609577
7.458,7.613,3.171,1.989,5.118,0.000,0.405465108
4.970,6.720,2.242,2.047,4.540,0.000,0.312618558
4.248,3.314,0.750,-0.514,4.792,0.693,1.654984727
5.182,5.435,3.643,0.157,4.618,1.099,1.813684027
2.773,1.274,-0.335,-3.689,4.691,0.000,0.78845736
1.792,0.665,-1.127,-2.226,1.335,0.000,-0.356674944
3.258,3.260,0.427,-1.030,2.342,0.693,-0.069350078
5.704,5.430,1.559,1.153,-11.513,0.693,0.209450224
7.838,6.942,3.304,1.836,3.982,0.000,0.287432041
2.079,-0.146,-1.938,-3.324,1.163,0.693,0.641853886
5.892,5.161,1.727,0.844,4.093,0.000,1.813684027
7.200,8.140,5.049,1.945,6.178,0.000,1.791759469
7.354,8.140,5.049,1.945,6.219,0.000,1.386294361
6.073,6.665,2.881,0.828,3.258,0.000,-0.916290732
6.675,8.577,4.816,2.391,3.135,0.693,1.466260143
7.624,8.771,4.879,2.582,3.258,0.693,0.773343723
6.230,6.282,3.643,-0.936,4.394,2.197,2.178494708
6.655,6.773,2.841,1.649,2.747,0.693,-0.356674944
4.754,7.612,3.295,2.344,4.192,1.386,-0.069350078
5.684,8.262,4.028,2.357,4.010,1.099,0.832909123
3.871,3.440,0.732,-0.734,2.715,0.000,-0.310609577
3.829,5.881,2.385,0.666,2.874,0.000,0.980954245
0.000,1.284,-1.019,-1.661,1.808,1.386,-0.142716302
0.000,2.008,-0.631,-1.630,3.835,0.000,0.587786665
4.477,6.455,3.054,1.157,4.185,1.946,1.540516467
2.773,3.954,2.163,-1.127,0.875,1.792,-0.510825624
