6.630683386,8.792587579,3.964273841,2.876385516,3.890799369,0.383219499
2.302585093,4.45836248,1.162525614,0.101653654,3.73289634,0.182321557
6.7310181,6.541341639,2.26467552,1.787751448,4.345103281,0.6590732
4.8978398,6.669244251,3.411147713,1.360976553,3.516013056,0.449162963
4.477336814,6.455198563,3.054001182,1.156881197,3.618993327,-0.105360516
2.079441542,3.339676525,0.774727168,-0.908818717,3.372454913,0.182321557
0,2.00794554,-0.63111179,-1.62964062,4.349632567,0.236651901
5.683579767,8.262150995,4.02804449,2.356789147,4.348986781,-0.142716302
4.219507705,6.467698726,2.442347035,1.722766598,3.987130478,-0.404965233
3.526360525,5.963065073,2.156402583,1.398716881,4.195697056,-0.105360516
4.753590191,7.612064927,3.294576813,2.344206768,4.317488114,0.236651901
4.804021045,7.342188724,3.390945005,2.033921026,4.061304708,0.312618558
2.302585093,3.303805036,0.259282598,-0.279713903,3.991757973,0.09531018
2.772588722,3.954392602,2.162633133,-1.127011763,4.094344562,0.03246719
3.828641396,5.881225484,2.384717923,0.666289726,4.468777561,0.587786665
3.871201011,3.440418095,0.732367894,-0.733969175,4.276666119,0.03246719
0,1.283707772,-1.018877321,-1.660731207,3.832979798,-0.404965233
5.393627546,8.960518087,3.976911465,3.505196972,4.442651256,0.4272266
6.182084907,4.484312428,3.098018067,-1.551169004,4.544889255,0.530628251
5.455321115,7.273300763,3.361277758,1.960094784,4.547541073,0.889125064
4.248495242,6.134503722,3.495446393,0.285178942,4.879006852,0.312618558
6.65544035,6.773007146,2.841181514,1.649043167,3.703768067,-0.356674944
6.630683386,8.792587579,3.964273841,2.876385516,4.552823706,0.773343723
2.772588722,3.954392602,2.162633133,-1.127011763,3.945457782,0.03246719
6.7310181,6.541341639,2.26467552,1.787751448,3.94255221,-0.404965233
2.302585093,4.45836248,1.162525614,0.101653654,4.462453884,0.726098281
4.477336814,6.455198563,3.054001182,1.156881197,3.984343667,0.587786665
2.079441542,3.339676525,0.774727168,-0.908818717,3.784189634,1.098612289
0,2.00794554,-0.63111179,-1.62964062,4.348986781,0.549854011
4.8978398,6.669244251,3.411147713,1.360976553,4.043051268,0.889125064
5.683579767,8.262150995,4.02804449,2.356789147,4.266194819,0.709512535
3.526360525,5.963065073,2.156402583,1.398716881,4.594109239,0
4.219507705,6.467698726,2.442347035,1.722766598,4.429029488,0.124868982
4.753590191,7.612064927,3.294576813,2.344206768,4.009149716,0.6590732
4.804021045,7.342188724,3.390945005,2.033921026,3.877431561,0.09531018
2.302585093,3.303805036,0.259282598,-0.279713903,4.253482784,0.383219499
5.393627546,8.960518087,3.976911465,3.505196972,4.30676415,0.726098281
3.828641396,5.881225484,2.384717923,0.666289726,3.783052624,1.131402111
0,1.283707772,-1.018877321,-1.660731207,4.242764567,0.03246719
3.871201011,3.440418095,0.732367894,-0.733969175,4.241326753,0.09531018
6.65544035,6.773007146,2.841181514,1.649043167,3.654546775,0.124868982
6.182084907,4.484312428,3.098018067,-1.551169004,4.104294893,1.005399907
5.455321115,7.273300763,3.361277758,1.960094784,4.390738575,0.262364264
4.248495242,6.134503722,3.495446393,0.285178942,4.576770711,0.605953969
8.020927719,9.26819561,4.270983336,3.518802624,4.406719247,0.312618558
5.049856007,2.078816346,0.469378434,-2.733368009,4.637153232,0.359770149
3.258096538,4.114735252,0.818898386,-0.316081547,4.328757706,0.236651901
0.693147181,0.372941916,-0.725670372,-2.718100537,4.298645026,0.383219499
1.791759469,2.415913778,-0.579818495,-0.916290732,4.537961436,0.154436353
1.386294361,0.693147181,-0.916290732,-2.302585093,4.220977213,1.07602579
