-2.3669,-2.774,1.7918,2.2534,0,1,1.4159
-1.9765,-2.9932,1.9459,2.8046,0,0,2.2854
-1.9765,-2.9932,1.9459,2.8046,0,0,2.373
-1.9765,-2.9932,1.9459,2.8046,0,1,1.6273
-2.7893,-2.774,1.6094,1.6658,0,1,1.8703
-1.682,-2.4073,1.6094,1.9573,0,0,1.8148
-1.4459,-2.4242,1.9459,2.2359,0,0,1.9933
-1.8443,-3.2235,2.5649,2.3777,0,0,2.1412
-2.3098,-2.4542,1.9459,2.0149,0,1,2.0373
-0.49941,-1.4299,1.9459,2.1306,1,0,2.3646
-2.7768,-3.0447,1.7918,1.6233,0,0,2.4621
-1.9247,-2.4349,2.5649,2.5249,0,1,1.5539
-0.67416,-2.1156,1.7918,1.6984,0,0,2.4195
-1.9057,-2.724,2.8904,2.6933,0,1,1.9643
-1.4767,-2.4737,1.9459,1.8437,0,1,1.5913
-1.1322,-2.0975,2.1972,2.5217,1,0,2.5014
-0.69609,-1.8151,2.3026,2.4484,0,0,2.8565
-1.2053,-1.8246,2.3026,2.474,0,0,2.7912
-0.58784,-2.4456,1.9459,1.8083,0,1,2.5596
-1.9081,-2.4499,2.5649,2.5665,0,1,1.4974
-1.933,-2.5022,1.9459,1.6341,1,1,2.7363
-0.97611,-2.4391,3.091,2.9191,0,1,1.4446
-1.9141,-2.4456,2.6391,2.5572,0,1,1.6487
-1.9517,-2.4263,1.7918,1.8594,0,1,1.5326
-0.77814,-2.1229,2.0794,2.3721,1,0,2.3514
-2.1448,-2.4413,2.1972,2.2428,0,1,1.6864
-1.9404,-2.4391,2.5649,2.4757,0,0,1.7475
-1.2908,-2.4413,1.7918,1.6956,1,0,1.7681
-1.7878,-2.4563,1.7918,1.7984,0,1,1.8132
-1.9765,-2.9932,1.9459,2.8046,0,1,1.8871
-2.0632,-2.4824,2.4849,2.3952,0,1,2.23
-0.51457,-2.1193,2.0794,2.3209,1,0,2.835
-2.3669,-2.774,1.7918,2.2534,0,1,1.1817
-1.9765,-2.9932,1.9459,2.8046,0,0,1.9685
-1.9765,-2.9932,1.9459,2.8046,0,0,2.2966
-1.9765,-2.9932,1.9459,2.8046,0,1,1.679
-2.7893,-2.774,1.6094,1.6658,0,1,1.6808
-1.682,-2.4073,1.6094,1.9573,0,0,2.2257
-1.4459,-2.4242,1.9459,2.2359,0,0,2.0281
-1.8443,-3.2235,2.5649,2.3777,0,0,2.5463
-2.3098,-2.4542,1.9459,2.0149,0,1,1.7867
-0.49941,-1.4299,1.9459,2.1306,1,0,2.4362
-2.7768,-3.0447,1.7918,1.6233,0,0,2.4006
-1.9247,-2.4349,2.5649,2.5249,0,1,1.6919
-0.67416,-2.1156,1.7918,1.6984,0,0,2.4432
-1.9057,-2.724,2.8904,2.6933,0,1,2.0769
-1.4767,-2.4737,1.9459,1.8437,0,1,1.5602
-1.1322,-2.0975,2.1972,2.5217,1,0,2.9786
-0.69609,-1.8151,2.3026,2.4484,0,0,3.1424
-1.2053,-1.8246,2.3026,2.474,0,0,3.3548
-0.58784,-2.4456,1.9459,1.8083,0,1,2.4799
-1.9081,-2.4499,2.5649,2.5665,0,1,1.7047
-1.933,-2.5022,1.9459,1.6341,1,1,2.6174
-0.97611,-2.4391,3.091,2.9191,0,1,1.5129
-1.9141,-2.4456,2.6391,2.5572,0,1,1.6487
-1.9517,-2.4263,1.7918,1.8594,0,1,1.6094
-0.77814,-2.1229,2.0794,2.3721,1,0,2.3514
-2.1448,-2.4413,2.1972,2.2428,0,1,1.7647
-1.9404,-2.4391,2.5649,2.4757,0,0,1.9272
-1.2908,-2.4413,1.7918,1.6956,1,0,2.1114
-1.7878,-2.4563,1.7918,1.7984,0,1,1.7156
-1.9765,-2.9932,1.9459,2.8046,0,1,1.6601
-2.0632,-2.4824,2.4849,2.3952,0,1,1.8099
-0.51457,-2.1193,2.0794,2.3209,1,0,3.0787
-2.3669,-2.774,1.7918,2.2534,0,1,1.1217
-1.9765,-2.9932,1.9459,2.8046,0,0,2.431
-1.9765,-2.9932,1.9459,2.8046,0,0,1.9516
-1.9765,-2.9932,1.9459,2.8046,0,1,1.5129
-2.7893,-2.774,1.6094,1.6658,0,1,1.5326
-1.682,-2.4073,1.6094,1.9573,0,0,1.7766
-1.4459,-2.4242,1.9459,2.2359,0,0,1.9359
-1.8443,-3.2235,2.5649,2.3777,0,0,2.4042
-2.3098,-2.4542,1.9459,2.0149,0,1,1.9933
-0.49941,-1.4299,1.9459,2.1306,1,0,2.5384
-2.7768,-3.0447,1.7918,1.6233,0,0,2.0968
-1.9247,-2.4349,2.5649,2.5249,0,1,1.6114
-0.67416,-2.1156,1.7918,1.6984,0,0,2.4536
-1.9057,-2.724,2.8904,2.6933,0,1,1.7281
-1.4767,-2.4737,1.9459,1.8437,0,1,1.4951
-1.1322,-2.0975,2.1972,2.5217,1,0,2.2364
-0.69609,-1.8151,2.3026,2.4484,0,0,2.9791
-1.2053,-1.8246,2.3026,2.474,0,0,3.0493
-0.58784,-2.4456,1.9459,1.8083,0,1,2.6247
-1.9081,-2.4499,2.5649,2.5665,0,1,2.0819
-1.933,-2.5022,1.9459,1.6341,1,1,2.6878
-0.97611,-2.4391,3.091,2.9191,0,1,1.6864
-1.9141,-2.4456,2.6391,2.5572,0,1,1.6312
-1.9517,-2.4263,1.7918,1.8594,0,1,1.7066
-0.77814,-2.1229,2.0794,2.3721,1,0,2.3924
-2.1448,-2.4413,2.1972,2.2428,0,1,1.9081
-1.9404,-2.4391,2.5649,2.4757,0,0,1.9685
-1.2908,-2.4413,1.7918,1.6956,1,0,2.0149
-1.7878,-2.4563,1.7918,1.7984,0,1,1.9184
-1.9765,-2.9932,1.9459,2.8046,0,1,1.5195
-2.0632,-2.4824,2.4849,2.3952,0,1,1.4974
-0.51457,-2.1193,2.0794,2.3209,1,0,3.0592
-2.3669,-2.774,1.7918,2.2534,0,1,1.4327
-1.9765,-2.9932,1.9459,2.8046,0,0,2.1436
-1.9765,-2.9932,1.9459,2.8046,0,0,2.3823
-1.9765,-2.9932,1.9459,2.8046,0,1,1.0886
-2.7893,-2.774,1.6094,1.6658,0,1,1.4748
-1.682,-2.4073,1.6094,1.9573,0,0,1.7457
-1.4459,-2.4242,1.9459,2.2359,0,0,2.0541
-1.8443,-3.2235,2.5649,2.3777,0,0,2.2268
-2.3098,-2.4542,1.9459,2.0149,0,1,2.3224
-0.49941,-1.4299,1.9459,2.1306,1,0,2.8009
-2.7768,-3.0447,1.7918,1.6233,0,0,2.3165
-1.9247,-2.4349,2.5649,2.5249,0,1,1.7509
-0.67416,-2.1156,1.7918,1.6984,0,0,2.4397
-1.9057,-2.724,2.8904,2.6933,0,1,1.6292
-1.4767,-2.4737,1.9459,1.8437,0,1,1.8718
-1.1322,-2.0975,2.1972,2.5217,1,0,2.1827
-0.69609,-1.8151,2.3026,2.4484,0,0,3.4068
-1.2053,-1.8246,2.3026,2.474,0,0,3.2177
-0.58784,-2.4456,1.9459,1.8083,0,1,2.4899
-1.9081,-2.4499,2.5649,2.5665,0,1,2.3016
-1.933,-2.5022,1.9459,1.6341,1,1,2.512
-0.97611,-2.4391,3.091,2.9191,0,1,1.1632
-1.9141,-2.4456,2.6391,2.5572,0,1,1.6312
-1.9517,-2.4263,1.7918,1.8594,0,1,1.5129
-0.77814,-2.1229,2.0794,2.3721,1,0,2.3924
-2.1448,-2.4413,2.1972,2.2428,0,1,1.4493
-1.9404,-2.4391,2.5649,2.4757,0,0,2.1041
-1.2908,-2.4413,1.7918,1.6956,1,0,1.5623
-1.7878,-2.4563,1.7918,1.7984,0,1,1.6429
-1.9765,-2.9932,1.9459,2.8046,0,1,1.3271
-2.0632,-2.4824,2.4849,2.3952,0,1,2.2721
-0.51457,-2.1193,2.0794,2.3209,1,0,2.9429
-2.3669,-2.774,1.7918,2.2534,0,1,1.8132
-1.9765,-2.9932,1.9459,2.8046,0,0,2.2854
-1.9765,-2.9932,1.9459,2.8046,0,0,2.2628
-1.9765,-2.9932,1.9459,2.8046,0,1,1.411
-2.7893,-2.774,1.6094,1.6658,0,1,1.6214
-1.682,-2.4073,1.6094,1.9573,0,0,2.109
-1.4459,-2.4242,1.9459,2.2359,0,0,2.2407
-1.8443,-3.2235,2.5649,2.3777,0,0,2.4715
-2.3098,-2.4542,1.9459,2.0149,0,1,2.9232
-0.49941,-1.4299,1.9459,2.1306,1,0,2.2956
-2.7768,-3.0447,1.7918,1.6233,0,0,2.4765
-1.9247,-2.4349,2.5649,2.5249,0,1,1.292
-0.67416,-2.1156,1.7918,1.6984,0,0,2.4824
-1.9057,-2.724,2.8904,2.6933,0,1,1.8453
-1.4767,-2.4737,1.9459,1.8437,0,1,1.7867
-1.1322,-2.0975,2.1972,2.5217,1,0,2.921
-0.69609,-1.8151,2.3026,2.4484,0,0,3.1612
-1.2053,-1.8246,2.3026,2.474,0,0,3.1385
-0.58784,-2.4456,1.9459,1.8083,0,1,2.6721
-1.9081,-2.4499,2.5649,2.5665,0,1,2.127
-1.933,-2.5022,1.9459,1.6341,1,1,2.887
-0.97611,-2.4391,3.091,2.9191,0,1,1.8871
-1.9141,-2.4456,2.6391,2.5572,0,1,2.4621
-1.9517,-2.4263,1.7918,1.8594,0,1,1.8469
-0.77814,-2.1229,2.0794,2.3721,1,0,2.5596
-2.1448,-2.4413,2.1972,2.2428,0,1,1.9601
-1.9404,-2.4391,2.5649,2.4757,0,0,1.8718
-1.2908,-2.4413,1.7918,1.6956,1,0,2.7087
-1.7878,-2.4563,1.7918,1.7984,0,1,1.5261
-1.9765,-2.9932,1.9459,2.8046,0,1,1.6214
-2.0632,-2.4824,2.4849,2.3952,0,1,2.0295
-0.51457,-2.1193,2.0794,2.3209,1,0,2.8015
-2.3669,-2.774,1.7918,2.2534,0,1,1.556
-1.9765,-2.9932,1.9459,2.8046,0,0,2.5305
-1.9765,-2.9932,1.9459,2.8046,0,0,2.2439
-1.9765,-2.9932,1.9459,2.8046,0,1,1.7681
-2.7893,-2.774,1.6094,1.6658,0,1,1.6034
-1.682,-2.4073,1.6094,1.9573,0,0,2.0281
-1.4459,-2.4242,1.9459,2.2359,0,0,2.0189
-1.8443,-3.2235,2.5649,2.3777,0,0,2.4195
-2.3098,-2.4542,1.9459,2.0149,0,1,2.205
-0.49941,-1.4299,1.9459,2.1306,1,0,2.7298
-2.7768,-3.0447,1.7918,1.6233,0,0,2.3832
-1.9247,-2.4349,2.5649,2.5249,0,1,1.6074
-0.67416,-2.1156,1.7918,1.6984,0,0,2.245
-1.9057,-2.724,2.8904,2.6933,0,1,1.2698
-1.4767,-2.4737,1.9459,1.8437,0,1,1.8916
-1.1322,-2.0975,2.1972,2.5217,1,0,3.352
-0.69609,-1.8151,2.3026,2.4484,0,0,3.3868
-1.2053,-1.8246,2.3026,2.474,0,0,2.7832
-0.58784,-2.4456,1.9459,1.8083,0,1,2.6268
-1.9081,-2.4499,2.5649,2.5665,0,1,1.9169
-1.933,-2.5022,1.9459,1.6341,1,1,2.6218
-0.97611,-2.4391,3.091,2.9191,0,1,1.9459
-1.9141,-2.4456,2.6391,2.5572,0,1,2.4621
-1.9517,-2.4263,1.7918,1.8594,0,1,1.6467
-0.77814,-2.1229,2.0794,2.3721,1,0,2.5596
-2.1448,-2.4413,2.1972,2.2428,0,1,2.2017
-1.9404,-2.4391,2.5649,2.4757,0,0,1.8469
-1.2908,-2.4413,1.7918,1.6956,1,0,2.6878
-1.7878,-2.4563,1.7918,1.7984,0,1,1.3863
-1.9765,-2.9932,1.9459,2.8046,0,1,1.7334
-2.0632,-2.4824,2.4849,2.3952,0,1,1.943
-0.51457,-2.1193,2.0794,2.3209,1,0,2.6268
-2.3669,-2.774,1.7918,2.2534,0,1,1.1817
-1.9765,-2.9932,1.9459,2.8046,0,0,2.1199
-1.9765,-2.9932,1.9459,2.8046,0,0,1.839
-1.9765,-2.9932,1.9459,2.8046,0,1,1.3533
-2.7893,-2.774,1.6094,1.6658,0,1,1.7405
-1.682,-2.4073,1.6094,1.9573,0,0,2.2418
-1.4459,-2.4242,1.9459,2.2359,0,0,1.9879
-1.8443,-3.2235,2.5649,2.3777,0,0,2.8034
-2.3098,-2.4542,1.9459,2.0149,0,1,1.5623
-0.49941,-1.4299,1.9459,2.1306,1,0,2.3321
-2.7768,-3.0447,1.7918,1.6233,0,0,2.2607
-1.9247,-2.4349,2.5649,2.5249,0,1,1.1939
-0.67416,-2.1156,1.7918,1.6984,0,0,2.0618
-1.9057,-2.724,2.8904,2.6933,0,1,1.3002
-1.4767,-2.4737,1.9459,1.8437,0,1,1.4012
-1.1322,-2.0975,2.1972,2.5217,1,0,2.8052
-0.69609,-1.8151,2.3026,2.4484,0,0,2.9927
-1.2053,-1.8246,2.3026,2.474,0,0,2.8214
-0.58784,-2.4456,1.9459,1.8083,0,1,2.2471
-1.9081,-2.4499,2.5649,2.5665,0,1,1.3762
-1.933,-2.5022,1.9459,1.6341,1,1,2.1782
-0.97611,-2.4391,3.091,2.9191,0,1,1.4974
-1.9141,-2.4456,2.6391,2.5572,0,1,1.8825
-1.9517,-2.4263,1.7918,1.8594,0,1,1.141
