1.414973348,1.787006814,0.35564305,-0.137272472,1.879955585
2.086359831,3.188672048,1.472668704,0.883320678,1.683947131
2.127104798,2.896415976,1.481442629,0.591064607,1.755874856
1.62324929,1.438320794,0.159567193,-0.442492798,1.606918526
1.342422681,0.811575006,-0.188424994,-0.619788758,1.936262342
1,1.936242224,0.504878459,0.044147621,1.938019097
2.342422681,3.89150356,1.727150704,1.522287703,1.870403905
1.944482672,2.803457116,1.326335861,0.50242712,1.730378469
2.477121255,2.358117669,0.676876432,0.500785173,1.789580712
1.414973348,1.415991076,0.185542155,-0.447331784,1.746634199
0.301029996,0.161966616,-0.315154638,-1.180456064,1.866877814
0.77815125,1.049218023,-0.251811973,-0.397940009,1.970811611
2.63748973,2.89475014,1.251297464,0.35945602,2.16879202
2.250420002,2.360441933,1.582290683,0.068185862,1.839478047
3.483444648,4.02512621,1.854864495,1.528196562,1.913813852
1.414973348,0.709269961,-0.494850022,-0.591760035,1.805500858
3.404149249,3.014751485,1.434967888,0.797267541,1.755112266
1,1.434824296,0.112605002,-0.121478204,1.847264102
3.387389826,3.548307834,1.867066597,0.362482475,1.968482949
1,1.936242224,0.504878459,0.044147621,1.621176282
1.662757832,2.554183775,1.035669835,0.289365952,1.642958879
3.19368103,3.535045881,2.1926232,0.844849801,2.234264124
2.46834733,3.588206586,1.749357495,1.023540522,1.852784869
2.064457989,3.305877794,1.43081653,1.018076064,1.875061263
1.204119983,1.717370886,0.939219636,-0.48945499,1.77815125
2.127104798,2.896415976,1.481442629,0.591064607,1.526985069
1.531478917,2.589726256,0.936513742,0.607455023,1.995196292
2.369215857,3.158754387,1.459784382,0.851258349,1.906873535
1.301029996,1.235503196,-0.086716098,-0.355561411,1.933740299
2.558708571,2.241484221,0.750122527,0.366422957,1.974281359
0.903089987,1.450403086,0.336459734,-0.394694954,1.643452676
2.879669206,3.818572267,1.721662254,1.249198357,1.689752696
3.127104798,3.535045881,2.1926232,0.844849801,1.662757832
2.684845362,1.947512143,1.345452151,-0.673664139,1.782472624
0.77815125,0.288696261,-0.48945499,-0.966576245,1.858236335
2.369215857,3.158754387,1.459784382,0.851258349,1.974971994
1.662757832,2.554183775,1.035669835,0.289365952,1.940765436
1.681241237,1.494154594,0.318063335,-0.318758763,1.857332496
2.705863712,2.728100437,1.581972402,-0.406713933,1.687528961
0.903089987,-0.063486258,-0.841637508,-1.443697499,1.639984248
0,0.557507202,-0.442492798,-0.721246399,1.664641976
0.602059991,0.301029996,-0.397940009,-1,1.833147112
3.310905629,3.809088805,2.118892725,1.121559844,2.33243846
1,1.434824296,0.112605002,-0.121478204,1.733598461
2.193124598,0.902818468,0.203848464,-1.187086643,2.01389006
2.923244019,2.840868578,0.983536082,0.776410589,1.887054378
1.944482672,2.803457116,1.326335861,0.50242712,1.571708832
0.903089987,1.450403086,0.336459734,-0.394694954,1.464638559
2.879669206,3.818572267,1.721662254,1.249198357,1.977266212
3.286007122,4.597219175,2.50379749,1.71355774,2.158362492
1.204119983,0.553276046,-0.145693958,-1.602059991,1.779957051
2.923244019,2.840868578,0.983536082,0.776410589,1.71222867
0,0.557507202,-0.442492798,-0.721246399,1.84260924
2.342422681,3.89150356,1.727150704,1.522287703,1.929418926
1.84509804,1.439459016,0.325515663,-0.223298816,1.763802224
2.890421019,2.94147963,1.233909453,0.716170348,1.587149498
0,0.872039668,-0.274088368,-0.707743929,1.889021422
2.898725182,3.724938441,2.091469986,1.038302172,1.982271233
1.832508913,2.808885867,1.06069784,0.748188027,1.731588765
1.531478917,2.589726256,0.936513742,0.607455023,1.822168079
2.46834733,3.588206586,1.749357495,1.023540522,1.888740961
2.684845362,1.947512143,1.345452151,-0.673664139,1.973820324
0,0.872039668,-0.274088368,-0.707743929,1.888740961
1.681241237,1.494154594,0.318063335,-0.318758763,1.841984805
3.549003262,5.185593145,2.823865309,2.005180513,1.954242509
1.84509804,2.664181116,1.51805308,0.123851641,1.987666265
2.064457989,3.305877794,1.43081653,1.018076064,1.741151599
