4.164,5.916,3.226,2.736,0,0,-1,0,-1,0
3.414,4.054,1.823,1.486,0,0,-1,0,-1,0
3.555,4.160,1.930,1.592,0,0,-1,0,1,0
3.449,4.160,1.930,1.592,0,0,-1,-0.342,0,0.939
